A08.1, гастроентеропатия 
E06.3," тиреоидит на хашимото, нодозен вариант, хипотиреоидна фаза "
E06.3," тиреоидит на хашимото - еутиреоиден стадий, нодозен вариант "
E06.3, струма рецидива постоператива хашимото в терапевтична ремисия 
E06.3," тиреоидит на хашиномото - атрофичен вариант, именологично неактивен, в хипотиреоидна фаза, субкопенсиран "
E06.3," струма на хашимото - нодозен вариант, субклиничен хипотиреоидизъм "
E06.3," тиреоидит на хашимото-нодозен вариант, еутиреоиден стадий "
E06.3," тиреоидитис хашимото, в терапевтична ремисия "
E06.3," тиреоидит на хашимото - нодозен вариянт, еутиреоидна фаза "
E06.3, тиреоидитис хашимото-нодозен вариант в еутироидно състояние 
E06.3, хашимото - хипотиреоидна фаза. м 
E06.3, тиреоидитис хашимото - хипотиреоидна фаза 
E06.3, струма на хашимото- хипотиреоидизъм 
E06.3, струма на хашимото- еутиреоидна форма 
E06.3, про хашитоксикозис 
E06.3," тиреоидит на хашимото - нодозен вариант, фаза на субклиничен хипотиреоидизъм "
E06.3, тиреоидит на хашимото -нодозен вариант в хипотиреоиден стадий 
E06.3, тиреоидитис хашимото в еутироидно състояние 
E06.3," тиреоидит на хашимото-нодозен вариант, хипотиреоидна фза "
E06.3," тиреоидит нахашимото - хипотиреоидина фаза, компенсиран "
E06.3, тиреодит на хашимото-еутиреоидна фаза 
E06.3, тиреоидит на хашимото- нодозен вариант в еутироидно състояние 
E06.3, тиреоидитис на хашимото /хипотиреоидна фаза / 
E06.3," хашимото - атрофичен вариант, хипотиреоидна фаза "
E06.3, тиреоидит на хашимото-нодозен вариант- в еутироидно състояние 
E06.3," тиреоидитис хашимото- в хипотиреоидна фаза, компенсирано състояние "
E06.3, тиреоидитис хашимото-нодозен вариант в хипотиреоиден стадий 
E06.3," тиреоидит на хашимото - хипотиреоидна фаза, с нодозна трансформация, компенсиран "
E06.3, тиреоидит на хашимото-нодозен вариант в хипотиреоиден стадий 
E06.3, тиреоидитис хашимото- хипотиреоидна фаза 
E06.3, тиреоидитис хашимото- нодозен вариант в хипотиреоиден стадий 
E06.3, тиреоидитис хашимото в хипотиреоидна фаза 
E06.3, тиреоидит на хашимото-еутиреоидна фаза 
E06.3, тиреоидит на хашимото-в еутиреоидно състояние 
E06.3," тиреоидит на хашимото - хипотиреиодна фаза, компенсиран "
E06.3," тиреоидит на хашимото - хипотиреоидна фаза, ятрогенно индуциран хипертиреоидизъм "
E06.3, тиреодит на хашимото- хипотиреоидна фаза 
E06.3, тиреоидит на хашимото - хипотиреоидизъм 
E06.3, тиреодит на хашимото - еутиреоидна фаза 
E06.3," тиеоидит на хашимото - хипотиреоидна фаза, компенсиран "
E06.3, тиреоидит на хашимото - нодозна форма 
E06.3, тиреоидит на хашимото - фаза на субклиничен хипотироидизъм 
E06.3, тиреоидит на хашимото-еутироидна фаза 
E06.3, тиреоидит на хашимото - субклиничен хипотиреоидизъм 
E06.3, тиреоидит на хашимото - фаза на субклиничен хипопаратиреодизъм 
E06.3, тиреоидит на хашимото-нодозен вариант в еутироидно състояние 
E06.3, тиреоидитис хашимото в хипертиреоидна фаза 
E06.3, струма рецидива постоператива хашимото- еутиреоидес
E06.3," тиреоиднит на хашимото, еутиреоидна фаза "
E06.3, тиреоидит на хашимото - хипотиреоидна фаза
E06.3," тиреоидитис хашимото- нодозен вариант, в субклиничен хипотиреоидизъм "
E06.3, тиреоидитис хашимото в субклиничен хипотиреоидизъм 
E06.3, тиреоидит на хашимото- фаза за субклиничен хипотиреоидизъм 
E06.3, тиреоидитис хашимото - в еутироидно състояние 
E06.3, тиреоидит на хашимото-хипотиреоидна фаза. ибс 
E06.3," тиреоидит на хашимото - хипотиреоидна фаза, некомпенсиран "
E06.3, тиреоидит на хашимото -в хипотиреоиден стадий 
E06.3," тиреоидит на хашимото- нодозен вариант, еутиреоидна фаза "
E06.3," хашимото- нодозен вариат, еутиреоидна фаза, имунологично негативен "
E06.3, струма на хашимото - хипотиреоидна фаза 
E06.3, тироидит на хашимото-еутиреоидна фаза. пкяб 
E06.3, тиреоидитис хашимото
E06.3, хашимото - хипотиреоидна фаза 
E06.3, тиреоидит на хашимото - еутиреоидна форма 
E06.3, тиреоидит на хашимото- нодозен вариант в еутиреоидно състояние 
E06.3," тиреоидит на хашимото, еутиреоидна фаза, имунологично негативен "
E06.3," хашимото- нодозен вариант, еутиреоидна фаза "
E06.3," хашимото- нодозен вариант, хипотиреоидна фаза "
E06.3, тиреоидит на хашимото- хипотиреидна фаза 
E06.3," тиреоидит на хашимото-хипотиреоидна фаза, медикаментозно компенсиран "
E06.3, струма на хашимото 
E06.3, тиреоидитис хашимото / хипотиреоидна фаза/- в начална терапевтична ремисия 
E06.3, тиреоидит на хашимото - нодозен вариант 
E06.3, поради хашитоксикоза 
E06.3, хашимото - атрофияен вариант 
E06.3," тиреодит на хашимото - хипотиреоидна фаза, некомпенсиран "
E06.3," тиреодитис хашимото- нодозен вариант, в еутиреоидна фаза "
E06.3," тиреоидит на хашимото- нодозен вариант, еутреоидна фаза "
E06.3, хшимото - хипотиреоидна фаза 
E06.3," тиреоидит на хашимото-нодозен вариант, еутиреоидна фаза "
E06.3, тиреоидит на хашимото във фаза на хипотиреоидизъм-некомпенсиран 
E06.3," тиреоидит на хашимото - хипотиреоидна фаза, "
E06.3, тиреоидит на хашимото/ еутиреоидна фаза / 
E06.3," тиреоидит на хашимото - нодозен вариант, еутиреоидна фаза. рбс "
E06.3, тиреоидит на хашимото - еутироидна фаза 
E06.3, тиреодитис хашимото в еутиреоидна фаза 
E06.3, тиреоидит на хашимото - хипотиреоиднафаза 
E06.3, тиреоидит на хашимото - субкомпенсиран хипотиреоидизъм 
E06.3, тиреоидит на хашимото -еутиреоидна фаза 
E06.3," тиреоидит на хашимото - хипотиреоидна фаза, субкомренсиран "
E06.3," тиреоидит на хашимото - хипотиреоидна фаза, медикаментозно компенсиран "
E06.3," тиреоидит на хашимото-нодозна форма, хипотиреоидна фаза "
E06.3, тиреодит на хашимото 
E06.3," тироидит на хашимото- нодозен вариант, хипотиреоидна фаза, компенсиран "
E06.3, тиреоидит на хашимото-еутиреоидна фаза. пкяб 
E06.3," тиреоидит на хашимото-нодозен вариант, еутиреоидна фаза, имунологично неактивен "
E06.3," тиреоидитис хашимото - нодозен вариант, хипотиреоидна фаза, компенсата "
E06.3," тиреоидит на хашимото - нодозен вариант, еутиреоидна фаза. обс "
E06.3, тиреоидит на хашимото - еутиероидна фаза 
E06.3, струма хашимото- нодозен вариант в еутиреоидна фаза 
E06.3, тиреоидитис хашимото- компенсирано състояние 
E06.3," тиреоидит на хашимото- нодозна трансформация, еутиреоидна фаза "
E06.3, тиреоидит на хашимото - субклиничен хипотиреодизъм 
E06.3," струма хашимото- нодозен вариант грІб/, в субклиничен хипотиреоидизъм "
E06.3," тиреоидит на хашимото-еутиреоидна фаза, нодозна форма "
E06.3, тиреоидит на хашимото- нодозна форма 
E06.3, тиреоидит на хашимото в хипотиреоидна фаза 
E06.3, тиреодит на хашимото-еутиреоидна фаза. ибс 
E06.3," тиреоидит на хашимото - атрофичен вариант, хипотиреоидна фаза, компенсиран "
E06.3," тиреоидит на хашимото - нодозен двариант, хипотиреоидна фаза, "
E06.3," тиреоидит на хашимото - нодозен вариант, фаза на субклиничен хиперпаратиреоидизъм "
E06.3, тиреоидитис хашимото в хипотиреоидна фаза- компенсиран 
E06.3, тиреодиит на хашимото-еутиреоидна фаза 
E06.3, тиреоидитис хашимото - нодозен вариант в еутиреоидна фаза 
E06.3," тиреодит на хашимото- нодзен вариант, еутиреоидна фаза "
E06.3," тиреоидит на хашимото - нодозен вариант, хипотиреоидна фаза "
E06.3, атз - тиреоидит на хашимото - хипотиреоидна фаза 
E06.3, тиреоидит на хашимото -еутиероидна фаза 
E06.3, тиреоидит на хашимото- в компенсиран хипотиреоидизъм 
E06.3, тиреоидит на хашимото- субклиничен хипертиреоидизъм 
E06.3," тиреоидит на хашимото- нодозен вариант, хипотиреоидна фаза "
E06.3," тиреоидит на хашимото, хипотиреоидна фаза, медикаментозно компенсиран "
E06.3," тиреоидит на хашимото- нодозен вариант, първичен хипотиреоидизъм "
E06.3," тиреоидитис хашимото, в еутиреоидна фаза "
E06.3, тиреоидт на хашимото - еутиреоидна фаза 
E06.3, тиреоидит на хашимото - фаза на субклиничени хипотиреоидизъм 
E06.3, струма нодоза (хашимото?) - еутиреоидна форма 
E06.3, струма нодоза хашимото гр 1б/ в еутиреоидна фаза 
E06.3, тиреоидитис хашимото- нодозен вариант в еутиреоидна фаза 
E06.3," тиреоидит на хашимото - нодозен вариант, фаза на компенсиран хипотиреоидизъм "
E06.3, тиреодитис хашимото в субклиничен хипотиреоидизъм 
E06.3, тиреодит на хашимото- субклиничен хипотиреоидизъм 
E06.3," тиреоидит на хашимото-нодозна форма, фаза на компенсиран хипотиреоидизъм "
E06.3, тиреоидит на хашимото-хипотиреоидизъм 
E06.3," тиреоидит на хашимото, хипотиреоидна фаза - медикаментозно компенсиран "
E06.3," тиреоидит на хашимото - хипотиреоидна форма, субкомпенсиран "
E06.3, тиреоидитис хашимото в еутиреоидна фаза. арт 
E06.3," тиреоидит на хашимото, хипотиреоидизъм "
E06.3, тиреоидит на хашимото във фаза на хипотиреоидизъм - компенсиран 
E06.3," тиреоидит на хашимото - атрофичен вариант, фаза на субклиничен хипотиреоидизъм "
E06.3," тиреоидит на хашимото, хипотиреоидна фаза, медикаментозно компенсирана "
E06.3," тиреоидит на хашимото, субклиничен хипотиреоидизъм "
E06.3," тиреоидитис хашимото, еутиреоидна фаза "
E06.3, тиреоидит на хашимото хипотиреоидна фаза 
E06.3," тиреоидит на хашимото, хипотиреоидна фаза, некомпенсиран "
E06.3, тиреоидит на хашимото-нодозен вариант 
E06.3," тиреоидит на хашимото - нодозен вариант, хипотиреоидна фаза, копенсиран "
E06.3, тиреоидитис хашимото - хипотиреоидна фаза- некомпенсирано състояние 
E06.3, тиреоидит на хашимото-еутиреоиден стадий 
E06.3," тиреоидит на хашимото, хипотиреоидна фаза-компенсиран "
E06.3, тиреоидит на хашимотохипотиреоидна фаза 
E06.3," тиреоидит на хашимото - нодозенвариант, еутиреоидна фаза "
E06.3, струма на хашимото - нодозен вариант 
E06.3," тиреоидитис хашимото в хипотиреоидна фаза, непълна компенсация "
E06.3, тиреоидит на хашимото- хипотиреодина фаза 
E06.3, тиреоидит на хашимото- компенсиран хипотиреоидизъм 
E06.3, тиреоидитис хашимото- в еутиреоидна фаза 
E06.3, струма нодоза хашимото гр 1б/ еутиреоидес 
E06.3, тиреодитис хашимото в хипотиреоидна фаза- компенсиран 
E06.3, тиреоидит на хашимото във фаза на хипотиреоидизъм-компенсиран 
E06.3, тиреоидит на хашимото- нодозен вариант-хипотиреоидизъм 
E06.3," тиреоидит на хашимото- нодозен вариант, във фаза на субклиничен хипотиреоидизъм, субкомпенсиран "
E06.3," тиреоидит на хашимото, еутиреоидна фазаX хидроксилазен дефицит, късна форма, частичен ензимин дефект "
E06.3," тиреоидит на хашимото- хипотиреоидна фаза, медикаментозно компенсиран "
E06.3, тиреоидит на хашимото обс идиопатичен едем 
E06.3," тиреоидит на хашимото- еутиреоидна фаза, имунологично негативен "
E06.3," тиреоидит на хашимото- нодозен вариант, хипотиреоидна фаза, имунологично активен "
E06.3," струма на хашимото, еутиероидна фаза "
E06.3, тиреоидит на хашимото нодозен вариант еутиреоидна фаза 
E06.3, тиреоидит на хашимото -хипотиреоидна фаза 
E06.3, тиреоидит на хашимото / хипотиреоидна фаза/ 
E06.3, тиреоидит на хашимото - декомпенсиран 
E06.3, тиреоидит на хашимото-хипотиреоиден стадий 
E06.3," тиреоидит на хашимото, нодозен вариант-еутиреоидна фаза "
E06.3, тиреоидит на хашмото-еутиреоиден стадий 
E06.3, тиреоидит на хашимото- във фаза на субклиничен хипотиреоидизъм- компенсиран 
E06.3," тиреоидит на хашимото - хипотиреоидна фаза, нодозен вариант "
E06.3," тиреоидит на хашимото, нодозен вариант - еутиреоидна фаза "
E06.3," тиреоидит на хашимото, хипотиреоидна фаза. хобб "
E06.3," тиреоидит на хашимото - нодозен вариант, еутиреоидно състояние "
E06.3," тиреоидит на хашимото - еутиреоидна фаза, имунологично неактивен "
E06.3, тиреоидит на хашимото- еутиреоидна фаза. пкос 
E06.3, тиреоидит на хашимото във фаза на хипотиреоидизъм-субкомпенсиран 
E06.3," тиреоидит на хашимото, нодозен вариант - хипотиреоидна фаза. ах гр. ?? "
E06.3, тиреоидит на хашимото - хиптиреодина фаза 
E06.3," струма на хашимото - нодозен вариант, хипотиреоидна фаза "
E06.3," тиреоидит на хашимото, хипотиреоидна фаза, нодозен вариант "
E06.3, тиреодити на хашимото- медикаментозен хипотиреоидизъм 
E06.3, тиреоидит на хашимото- хипертиреоиден стадий 
E06.3, тиреоидт на хашимото- хипотиреоидизъм 
E06.3, тиреодит на хашимото- хипотиреоидизъм 
E06.3, тиреоидит на хашимото - фаза на субклиничен хипертиреоидизъм 
E06.3," тиреоидит на хашимото - нодозен вариант, фаза на субклиничен хипертиреоидизъм "
E06.3, тиреоидит хашимото - хипотиреоидизъм 
E06.3, тиреоидит на хашимото - компенсиран хипотиреоидизъм 
E06.3, тиреоидит на хашимото - нодозен вариант - субкомпенсиран хипотиреоидизъм 
E06.3," тиреоидит на хашимото- нодозен вариант, еутиреоидно състояние "
E06.3," тиреоидит на хашимото - хипотиреоидна фаза, имунологично активен "
E06.3, тиреоидит на хашимото - нодозен вариант- еутиреоидна фаза 
E06.3, тиреоидит на хашимото - нодозен вариант (субкомпенсиран токсичен аденом) 
E06.3," тиреоидит на хашимото - с нодозна трансформация, фаза на субклиничен хипотиреоидизъм "
E06.3," тиреоидит на хашимото- нодозен вариант, имунологично активен, еутиреоидна фаза "
E06.3," тиреоидит на хашимото, хипотиреоидна фаза, компенсиран "
E06.3, тиреоидит на хашимото - нодозен вариант - субклиничен хипотиреоидизъм 
E06.3, тиреоидит на хашимото - некомпенсиран хипотиреоидизъм 
E06.3," тиреоидит на хашимото - хипотиреоидна фаза, субкомпенсиран "
E06.3, тиреоидит на хашимото-компенсиран субклиничен хипотиреои-дизъм 
E06.3, тиреоидит на хашимото-нодозен вариант в еутиреоиден стадий 
E06.3, тиреоидит на хашимото-нодозен вариант-субкомпенсиран хипотиреои-дизъм 
E06.3," тиреоидит на хашишомото - нодозен вариант, болкова форма в субклиничен хипотиреоидизъм "
E06.3," тиреоидит на хашимото- еутиреоидна фаза, имунологично активен "
E06.3, тиреоидит на хашимото - нодозен вариант-еутиреоидна фаза 
E06.3, тиреоидит на хашимото - нодозен вариант - еутиреоидна фаза
E06.3," тиреоидит на хашимото-нодозен вариант, еутироидна форма "
E06.3," тиреоидит на хашимото - нодозеан вариант, еутиреидна фаза "
E06.3," тиреоидит на хашимото, еутироидна фаза "
E06.3, тиреоидит на хашимото с нодозна трансформация- еутиреоидна фаза 
E06.3, тиреоидит на хашимото - нодозен вариант- компенсиран хипотиреои-дизъм 
E06.3, тиреоидит на хашимото - нодозен вариант- компенсиран хипотиреоидизъм 
E06.3," тиреоидит на хашимото-нодозен вариант в хипотиреоиден стадий, компенсиран "
E06.3," тиреоидит на хашимото, хипотиреоидна фаза, струмозна форма "
E06.3," тиреоидит на хашимото, нодозен вариант в еутиреоидна фаза "
E06.3," тиреодит на хашимото- нодозен вариант, компенсиран хипотиреои-дизъм "
E06.3," тиреоидит на хашимото-нодозен вариант, фаза на медикаментозен хипотиреоидизъм "
E06.3, тиреоидит на хшимото- еутиреоиден стадий 
E06.3," тироидит на хашимото, еутироидна фаза, нодозна форма "
E06.3," триеоидит на хашимото-хипотиреоидна фаза, непълна медикаментозна компенсация "
E06.3, тиреоидит на хашимото- нодозен вариант в еутиреоиден стадий 
E06.3," тиреоидит на хашимото- нодозен вариант, еутиреоиден стадий "
E06.3," тиреоидит на хашимото-нодозен вариант, хипертиреоидна фаза, в терапевтична ремисия "
E06.3, тиреоидит на хашимото в хипотиреоиден стадий 
E06.3," тиреоидитис хашимото- нодозен вариант, в еутиреоидна фаза "
E06.3," тиреодит на хашимото, хипотиреоидна фаза "
E06.3," струма хашимото- нодозен вариант, в субклиничен хипотиреоидизъм "
E06.3, тиреоидит на хашимото- в хипотиреоиден стадий-компенсиран 
E06.3, струма хашимото нодозен вариант в еутиреоидна фаза 
E06.3, тиреоидит на хашимото - еутиреоиден стадий 
E06.3," тиреоидит на хашимото - нодозен вариант, еутиреоиден стадий "
E06.3, тиреоидит на хашимото-еутиреоиден вариант 
E06.3," тиреоидитис хашимото в хипотиреодна фаза, некомпенсирано състояние "
E06.3, нодозен вариант на тиреоидит на хашимото- еутиреоидна фаза 
E06.3," тиреоидит на хашимото-хипертиреоидна фаза(амиодарон индуцирана), в терапевтична ремисия "
E06.3," тиреоидит на хашимото - фаза на субклиничен хипотиреоидизъм, компенсиран "
E06.3," тиреоидит на хашимото, хипотиреоиден стадий "
E06.3," тиреоидит на хашимото - хипотиреоидна фаза, компнсиран "
E06.3, тиреоидит на хашимото- фаза на субклиничен хипотиреоидизъм 
E06.3, тиреоидит на хашимото-субклиничен хипотиреоидизъм 
E06.3," тиреоидит на хашимото-хипотиреоидна фаза, компенсиран "
E06.3, тиреоидит на хашимото с нодозна трансформация 
E06.3," тиреоидит на хашимото- хипотиреоидна фаза, имунологично активен "
E06.3, тиреоидит на хашимото- еутиреоиден стадий 
E06.3," тиреоидит на хашимото, хипертиреоидна фаза, непълна терапевтична ремисия "
E06.3," тиреоидит на хашимото-нодозен вариант ,еутиреоидна фаза "
E06.3, тиреоидит на хашимото-нодозен вариант-хипотиреоиден стадии 
E06.3," струма хашимото с нодозна трансформация, в еутиреоидна фаза "
E06.3," тиреоидит на хашимото-нодозен вариант, хипертиреоидна фаза (йодиндуцирана) "
E06.3, тиреоидитис хашимото в еутиреоидна фаза. вит 
E06.3," тиреоидит на хашимото, нодозен вариант,еутиреоидна фаза "
E06.3, тиреоидит на хашимото- хипотиреоиден стадий 
E06.3," тиреоидит на хашимото - нодозен вариант, хипотиреоидна фаза-компенсиран "
E06.3," тиреоидит на хашимото, нодозна форма "
E06.3," тиреоидит на хашимото-нодозен вариант, хипертиреоидна фаза, начална терапевтична ремисия "
E06.3, тиреоидит на хашимото- хипотиреоиден стадии 
E06.3, тиреоидит на хашимото с нодозна трансформация - еутиреоидна фаза 
E06.3," тиреоидит на хашимото-нодозен вариант, хипертиреоидна фаза "
E06.3, тиреоидит на хашимото - нодозен вариант хипотиреоидизъм 
E06.3," тиреоидит на хашимото, хипотиреоидна фаза, медикаментозно субкомпенсиран "
E06.3, тиреоидит на хашимото нодозен вариант 
E06.3, тиреоидит на хашимото - хипотиреоидизъм компенсата 
E06.3, тиреоидит на хашимото - с нодозна трансформация
E06.3, тиреоидит на хашимото -хипотиреоиден стадий 
E06.3, поради хашитоксикоза с хроничнорецидивиращо протичане 
E06.3, тиреоидит на хашимото-нодозен вариант в еутиреоидна фаза 
E06.3," тиреоидит на хашимото - с нодозна трансформация, в еутиреоидна фаза "
E06.3," тиреоидит на хашимото - нодозен вариант, в еутиреоидна фаза "
E06.3," тиреоидитис хашимото в хипотиреоидна фаза, начална компенсация "
E06.3, тиреоидит на хашимото -нодозен вариант 
E06.3," тиреоидит на хашимото- нодозен вариант, имунологично негативен, еутиреоиден стадий "
E06.3, тиреоидит на хашимото в еутиреоидна фаза 
E06.3," тиреоидит на хашимото- нодозен вариант, в еутиреоиден стадий "
E06.3," тиреоидитис хашимото- нодозен вариант в хипотиреоидна фаза, компенсирано състояние "
E06.3, тиреоидит на хашимото - хипотилеоидна фаза 
E06.3, тиреоидит на хашимото - нодозен вариант - в хипотиреоидна фаза 
E06.3," тиреоидит на хашимото - хипотиреоидна фаза, компенсирана "
E06.3, тиреоидит на хашимото -еутиреоиден стадии 
E06.3, тиреоидит на хашимото имунологично негативен- еутиреоиден стадий 
E06.3, тиреоидит на хашимото -нодозен вариант
E06.3," тиреоидитис хашимото- в хипотиреоидна фаза, непълна компенсация "
E06.3, тиреоидит на хашимото - нодозен вариант- хипотиреоидна фаза 
E06.3," тиреоидит на хашимото-имунологично негативен, хипотиреоиден стадий "
E06.3," тиреоидит на хашимото, еутиреоиден стадий "
E06.3," тиреоидитис хашимото в хипотиреоидна фаза, компенсирано състояние "
E06.3," тиреоидит на хашимото имунологично негативен вариант, хипотиреоиден стадий "
E06.3," тиреоидит на хашимото- имунологично негативен, хипотиреоиден стадии "
E06.3, тиреоидит на хашимото- нодозна трансформация 
E06.3," тиреодит на хашимото - болкова форма, фаза на субклиничен хипертиреодизъм "
E06.3," тиреоидит на хашимото-нодозен вариант, хипертиреоидна фаза , начална терапевтична ремисия "
E06.3, тиреоидитис хашимото- във фаза на субклиничен хипотиреоидизъм 
E06.3," тиреоидит на хашимото- нодозен вариант, имунологично негативен, хипотиреоиден стадий "
E06.3," тиреоидит на хашимото - нодозен вариант, в компенсиран хипотиреоидизъм "
E06.3," тиреоидит на хашимото, състояние след парциална резекция на щитовидната жлеза, хипотиреоидизъм, медикементозно компенсиран "
E06.3," тиреоидит на хашимото- нодозен вариант, в компенсиран хипотиреоидизъм "
E06.3," тиреоидит на хашимото- нодозен вариант, имунологично негативен- хипотиреоиден стадий "
E06.3," тиреоидит на хашимото, нодозен вариант в хипотиреоиден стадий "
E06.3," тиреоидит на хашимото - нодозен вариант, еутирреоидна фаза "
E06.3," тиреоидит на хашимото, хипотиреоидна фаза, медикамнтозно компенсиран "
E06.4, медикаментозна тиреотоксикоза 
E07.8, киста на левия лоб на щитовидната жлеза 
E07.8, киста на левия дял на щитовидната жлеза 
E07.8, кисти в десен лоб на щитовидната жлеза 
E07.8, киста в десния лоб на щитовидната жлеза 
E07.8, киста на левия тиреоиден лоб 
E10, захарен диабет тип 1 
E10, захарен диабет тип 1 кетоацидозадиабетна полиневропатия 
E10, захарен диабет тип 1 -новооткрит 
E10, диабетес мелитус- тип 1. кдс 
E10, диабетес мелитус 1 тип 
E10, захарен диабет тип 1 - кетоацидоза - идиопатичен 
E10, захарен диабет - инсулинозависим тип 
E10, диабетес мелитус тип 1 - декомпенсиран 
E10, диабетес мелитус типус 1
E10," захарен диабет тип 1, компенсиран "
E10, захарен диабет - тип 1 
E10, захарен диабет тип 1 (lаdа) 
E10," захарен диабет тип 1, декомпенсиран "
E10, захарен диабет тип 1 (апс) 
E10, диабетес мелитус- тип 1 
E10, захарен диабет 1 тип 
E10, диабетес мелитус типус 1 - декомпенсиран
E10, захарен диабет тип 1 - декомпенсиран 
E10, захарен диабет тип 1 - новооткрит 
E10, захарен диабет тип 1- новоткрит 
E10, захарен диабет тип 1 диабетна нефропатия- микроалбуминурия 
E10, захарен диабет тип 1 /апс/ 
E10, диабетес мелитус 1 тип- метаболитна декомпенсация 
E10, захарен диабет тип 1-новооткрит 
E10, захарен диабет тип 1- декомпенсиран 
E10," захарен диабет - инсулинозависим тип, усложнен с диабетна полиневропатия "
E10, захарен диабет тип 1 диабетна полиневропатия 
E10, захарен диабет- тип 1 
E10, диабетес мелитус типус 1 - новооткрит
E10, захарен диабет 1 
E10," захарен диабет - инсулинозависим тип, диабетна полиневропатия "
E10, захарен диабет тип 1 декомпенсиран 
E10, диабетес мелитус тип 1 
E10, захарен диабет - инсулинозависим - декомпенсиран 
E10," захарен диабет 1 тип- новооткрит, кетоацидоза "
E10," захарен диабет тип 1, инсулинозависим "
E10, захарен диабет тип 1- новооткрит 
E10," симптоматичен захарен диабет, инсулинозависим "
E10," захарен диабет тип 1, новооткрит "
E10, захарен диабет тип 1 - идиопатичен 
E10, захарен диабет тип 1 диабетна ретинопатия 
E10," захарен диабет тип 1, усложнен с диабетна полиневропатия "
E10, захарен диабет- тип 1 в метаболитна декомпенсация 
E10, захарен диабет- тип 1. кдс 
E10," захарен диабет тип 1, инсулинозависим /lаdа/ "
E10," захарен диабет - инсулинозависим тип, декомпенсиран "
E10," захарен диабет тип 1 (lаdа), новооткрит "
E10, захаред диабет тип 1 
E10," захарен диабет тип 1, инсулинозависим, новооткрит "
E10," захарен диабет -тип 1, инсулинозависим, новооткрит "
E10, диабетес мелитус- тип 1 в метаболитна декомпенсация 
E11, захарен диабет тип 2 
E11, диабетес мелитус тип 2 
E11, захарен диабет тип 2 с неврологични усложнения 
E11, захарен диабет - тип 2 
E11," захарен диабет тип 2 ,затлъстяване І ст "
E11, захарен диабет тип 2 с вторична резистентност към суп 
E11, диабетес мелитус-типус 2 в метаболитна декомпенсация кдс 
E11, диабетес мелитус- тип 2 
E11, захарен диабет тип 2 с вторичча резистентност към суп 
E11, захарен диабет тип 2 - новооткрит 
E11," захарен диабет тип 2 , с вторична резистентност към суп "
E11," захарен диабет тип 2, компенсиран "
E11, захарен диабет тип 2 - изт 
E11, захарен диабет 2 тип 
E11, диабетес мелитус- тип 2. кдс 
E11, захарен диабет тип 2 вторична резистентност към суп 
E11, захарен диабет тип 2 с вторична резистентност към суп. кдс 
E11, диабетес мелитус -тип 2. кдс 
E11, захарен диабет тип 2 с вторична резистентност към суп. ибс 
E11," диабетес мелитус типус 2, компенсата"
E11, диабетес мелитус-тип 2 
E11, захарен диабет тип2 с вторична резистентност към суп 
E11, захарен диабет- тип 2 с вторична резистентност към суп 
E11, захарен диабет 2 с вторична резистентност към суп 
E11, диабетес мелитус 2 тип с вторична резистентност към суп- метаболитна декомпенсация 
E11," захарен диабет тип 2, декомпенсиран, с вторична резистентност към суп "
E11, захарен диабет- тип 2 
E11, захарен диабет тип 2 (декомпенсиран) 
E11," захарен диабет тип 2, с изчерпани инсулинови резерви, декомпенсиран "
E11, захарен диабет тип i 
E11, захарен диабет тип 2 с вторична резистентост към суп 
E11, захарени диабет - тип 2 с лош гликемичен контрол 
E11," захарен диабет тип 2, декомпенсиран "
E11, диабетес мелитус 2 тип с вторична резистентност към суп 
E11, захарен диабет тип 2 - декомпенсиран 
E11, захарен диабет 2 тип- декомпенсиран 
E11, диабетес мелитус-тип 2 с вторична резистентност към суп. кдс 
E11, захарен диабет тип 2 (новоотркит) 
E11, диабетес мелитус типус 2
E11, захарен диабет 2 тип
E11," захарен диабет тип 2 ,с вторична резистентност към суп "
E11, диабетес мелитус - тип 2. кдс 
E11, захарен диабет- тип ІІ 
E11, диабетес мелитус тип 2 - изт 
E11, диабетес мелитус 2 тип 
E11, захарен диабет -тип 2 
E11, диабетес мелитус типус 2 - компенсата
E11, диабетес мелитус тип ІІ- с вторична резистентност към суп. кдс 
E11, диабетес мелитус типус 2 с вторична резистентост към суп 
E11, захарен диабет- тип 2 с вторична резистентност към суп. кдс 
E11, захарен диабет 2 
E11," захарен диабет тип 2, с вторична резистентност към суп "
E11," захарен диабет тип 2, декомпенсиран, диабетна полиневропатия "
E11, диабетес мелитус 2 тип с вторична резистентност към суп- в метаболитна декомпенсация 
E11, захарен диабет тип 2 с вторична резистентност към суп. мсб 
E11, захарен диабет тип 2 с втрочина резистентност към суп 
E11, диабетес мелитус 2тип
E11, диабетес мелитус типус 2 с вторична резистентност към суп 
E11, диабет тип 2 с вторична резистентост към суп 
E11, захарен диабет - тип 2 с вторична резистентност към суп. кдс 
E11, захарен диабет тип 2 с вторична резистентност към супv затлъстяване-Іст 
E11, захарен диабет тип 2 - компенсиран 
E11, захарен диабет- тип 2 /новооткрит/ 
E11, захарен диабет тип 2- декомпенсиран- кетоацидоза диабетна полиневропатия 
E11, захарен диабет тип 2 с очни усложения 
E11, диабетес мелитус тип ІІ 
E11, захарен диабет тип 2 с очни усложнения 
E11, диабетес мелитус типус 2- изт 
E11, захарен диабет - тип 2 в метаболитна декомпенсация с вторична резистен
E11, захарен диабет тип тип 1 
